ID	Gene Name	Species	BBID	BIOCARTA	COG_ONTOLOGY	GOTERM_BP_DIRECT	GOTERM_CC_DIRECT	GOTERM_MF_DIRECT	INTERPRO	KEGG_PATHWAY	OMIM_DISEASE	PIR_SUPERFAMILY	SMART	UP_KEYWORDS	UP_SEQ_FEATURE
ENSG00000168229	prostaglandin D2 receptor(PTGDR)	Homo sapiens				GO:0006954~inflammatory response,GO:0007186~G-protein coupled receptor signaling pathway,GO:0007189~adenylate cyclase-activating G-protein coupled receptor signaling pathway,GO:0007204~positive regulation of cytosolic calcium ion concentration,GO:0030238~male sex determination,GO:0030431~sleep,GO:0045909~positive regulation of vasodilation,GO:0046085~adenosine metabolic process,GO:0071799~cellular response to prostaglandin D stimulus,	GO:0005886~plasma membrane,GO:0005887~integral component of plasma membrane,GO:0016021~integral component of membrane,	GO:0001785~prostaglandin J receptor activity,GO:0004956~prostaglandin D receptor activity,GO:0005515~protein binding,GO:0016501~prostacyclin receptor activity,	IPR000276:G protein-coupled receptor, rhodopsin-like,IPR000376:Prostaglandin D receptor,IPR008365:Prostanoid receptor,IPR017452:GPCR, rhodopsin-like, 7TM,	hsa04080:Neuroactive ligand-receptor interaction,	607277~Asthma, susceptibility to, 1,			Alternative splicing,Asthma,Cell membrane,Complete proteome,Disulfide bond,G-protein coupled receptor,Glycoprotein,Membrane,Polymorphism,Receptor,Reference proteome,Transducer,Transmembrane,Transmembrane helix,	chain:Prostaglandin D2 receptor,disulfide bond,glycosylation site:N-linked (GlcNAc...),sequence variant,topological domain:Cytoplasmic,topological domain:Extracellular,transmembrane region,
ENSG00000107317	prostaglandin D2 synthase(PTGDS)	Homo sapiens				GO:0001516~prostaglandin biosynthetic process,GO:0006629~lipid metabolic process,GO:0006810~transport,GO:0019371~cyclooxygenase pathway,GO:0045187~regulation of circadian sleep/wake cycle, sleep,GO:0051384~response to glucocorticoid,GO:2000255~negative regulation of male germ cell proliferation,	GO:0005576~extracellular region,GO:0005615~extracellular space,GO:0005789~endoplasmic reticulum membrane,GO:0005791~rough endoplasmic reticulum,GO:0005794~Golgi apparatus,GO:0031965~nuclear membrane,GO:0048471~perinuclear region of cytoplasm,GO:0070062~extracellular exosome,	GO:0004667~prostaglandin-D synthase activity,GO:0005215~transporter activity,GO:0005501~retinoid binding,GO:0005504~fatty acid binding,GO:0005515~protein binding,GO:0036094~small molecule binding,	IPR000566:Lipocalin/cytosolic fatty-acid binding protein domain,IPR002345:Lipocalin,IPR002972:Prostaglandin D synthase,IPR011038:Calycin-like,IPR012674:Calycin,IPR022272:Lipocalin conserved site,	hsa00590:Arachidonic acid metabolism,hsa01100:Metabolic pathways,				3D-structure,Complete proteome,Cytoplasm,Direct protein sequencing,Disulfide bond,Endoplasmic reticulum,Fatty acid biosynthesis,Fatty acid metabolism,Glycoprotein,Golgi apparatus,Isomerase,Lipid biosynthesis,Lipid metabolism,Membrane,Nucleus,Polymorphism,Prostaglandin biosynthesis,Prostaglandin metabolism,Proteomics identification,Reference proteome,Secreted,Signal,Transport,	active site:Nucleophile,chain:Hematopoietic prostaglandin D synthase,chain:Prostaglandin-H2 D-isomerase,disulfide bond,domain:GST C-terminal,domain:GST N-terminal,glycosylation site:N-linked (GlcNAc...),helix,sequence conflict,sequence variant,signal peptide,strand,turn,
ENSG00000050628	prostaglandin E receptor 3(PTGER3)	Homo sapiens		h_eicosanoidPathway:Eicosanoid Metabolism,		GO:0006954~inflammatory response,GO:0007186~G-protein coupled receptor signaling pathway,GO:0007189~adenylate cyclase-activating G-protein coupled receptor signaling pathway,GO:0007200~phospholipase C-activating G-protein coupled receptor signaling pathway,GO:0007204~positive regulation of cytosolic calcium ion concentration,GO:0008219~cell death,GO:0014827~intestine smooth muscle contraction,GO:0031622~positive regulation of fever generation,GO:0060455~negative regulation of gastric acid secretion,	GO:0005635~nuclear envelope,GO:0005886~plasma membrane,GO:0005887~integral component of plasma membrane,GO:0016021~integral component of membrane,	GO:0004957~prostaglandin E receptor activity,	IPR000265:Prostanoid EP3 receptor,IPR000276:G protein-coupled receptor, rhodopsin-like,IPR001244:Prostaglandin DP receptor,IPR001481:Prostanoid EP3 receptor, type 2,IPR008365:Prostanoid receptor,IPR017452:GPCR, rhodopsin-like, 7TM,	hsa04020:Calcium signaling pathway,hsa04024:cAMP signaling pathway,hsa04080:Neuroactive ligand-receptor interaction,hsa04923:Regulation of lipolysis in adipocytes,hsa05200:Pathways in cancer,				Alternative splicing,Cell membrane,Complete proteome,G-protein coupled receptor,Glycoprotein,Lipoprotein,Membrane,Palmitate,Polymorphism,Receptor,Reference proteome,Transducer,Transmembrane,Transmembrane helix,	chain:Prostaglandin E2 receptor EP3 subtype,glycosylation site:N-linked (GlcNAc...),sequence conflict,sequence variant,splice variant,topological domain:Cytoplasmic,topological domain:Extracellular,transmembrane region,
ENSG00000148344	prostaglandin E synthase(PTGES)	Homo sapiens		h_eicosanoidPathway:Eicosanoid Metabolism,		GO:0001516~prostaglandin biosynthetic process,GO:0002526~acute inflammatory response,GO:0002544~chronic inflammatory response,GO:0006693~prostaglandin metabolic process,GO:0007165~signal transduction,GO:0008285~negative regulation of cell proliferation,GO:0014070~response to organic cyclic compound,GO:0019371~cyclooxygenase pathway,GO:0032496~response to lipopolysaccharide,GO:0032526~response to retinoic acid,GO:0034097~response to cytokine,GO:0051592~response to calcium ion,	GO:0005641~nuclear envelope lumen,GO:0005789~endoplasmic reticulum membrane,GO:0016020~membrane,GO:0016021~integral component of membrane,GO:0048471~perinuclear region of cytoplasm,	GO:0043295~glutathione binding,GO:0050220~prostaglandin-E synthase activity,	IPR001129:Membrane-associated, eicosanoid/glutathione metabolism (MAPEG) protein,IPR023352:Membrane associated eicosanoid/glutathione metabolism-like domain,	hsa00590:Arachidonic acid metabolism,hsa01100:Metabolic pathways,				3D-structure,Complete proteome,Fatty acid biosynthesis,Fatty acid metabolism,Isomerase,Lipid biosynthesis,Lipid metabolism,Membrane,Prostaglandin biosynthesis,Prostaglandin metabolism,Reference proteome,Transmembrane,Transmembrane helix,	chain:Prostaglandin E synthase,sequence conflict,transmembrane region,
ENSG00000124225	prostate transmembrane protein, androgen induced 1(PMEPA1)	Homo sapiens				GO:0010991~negative regulation of SMAD protein complex assembly,GO:0030512~negative regulation of transforming growth factor beta receptor signaling pathway,GO:0030521~androgen receptor signaling pathway,GO:0060394~negative regulation of pathway-restricted SMAD protein phosphorylation,	GO:0000139~Golgi membrane,GO:0005654~nucleoplasm,GO:0005886~plasma membrane,GO:0010008~endosome membrane,GO:0016021~integral component of membrane,GO:0031901~early endosome membrane,GO:0043231~intracellular membrane-bounded organelle,	GO:0005515~protein binding,GO:0050699~WW domain binding,GO:0070412~R-SMAD binding,						Alternative splicing,Complete proteome,Endosome,Golgi apparatus,Membrane,Polymorphism,Proteomics identification,Reference proteome,Repeat,Signal transduction inhibitor,Transmembrane,Transmembrane helix,Ubl conjugation pathway,	chain:Transmembrane prostate androgen-induced protein,mutagenesis site,sequence variant,short sequence motif:WW-binding 1,short sequence motif:WW-binding 2,splice variant,topological domain:Cytoplasmic,topological domain:Extracellular,transmembrane region,
ENSG00000007038	protease, serine 21(PRSS21)	Homo sapiens				GO:0006508~proteolysis,GO:0007283~spermatogenesis,	GO:0005737~cytoplasm,GO:0005886~plasma membrane,GO:0016020~membrane,GO:0031225~anchored component of membrane,	GO:0004252~serine-type endopeptidase activity,GO:0005515~protein binding,GO:0008236~serine-type peptidase activity,	IPR001254:Peptidase S1,IPR001314:Peptidase S1A, chymotrypsin-type,IPR009003:Trypsin-like cysteine/serine peptidase domain,IPR018114:Peptidase S1, trypsin family, active site,				SM00020:Tryp_SPc,	Alternative splicing,Cell membrane,Complete proteome,Disulfide bond,Glycoprotein,GPI-anchor,Hydrolase,Lipoprotein,Membrane,Polymorphism,Protease,Proteomics identification,Reference proteome,Serine protease,Signal,Zymogen,	active site:Charge relay system,chain:Testisin,disulfide bond,domain:Peptidase S1,glycosylation site:N-linked (GlcNAc...),lipid moiety-binding region:GPI-anchor amidated serine,propeptide:Removed in mature form,sequence variant,signal peptide,splice variant,
ENSG00000150687	protease, serine 23(PRSS23)	Homo sapiens				GO:0006508~proteolysis,	GO:0005634~nucleus,GO:0070062~extracellular exosome,	GO:0004252~serine-type endopeptidase activity,	IPR001254:Peptidase S1,IPR009003:Trypsin-like cysteine/serine peptidase domain,IPR018114:Peptidase S1, trypsin family, active site,					Alternative splicing,Complete proteome,Disulfide bond,Glycoprotein,Hydrolase,Phosphoprotein,Protease,Proteomics identification,Reference proteome,Secreted,Serine protease,Signal,	active site:Charge relay system,chain:Serine protease 23,disulfide bond,glycosylation site:N-linked (GlcNAc...),signal peptide,
ENSG00000185198	protease, serine 57(PRSS57)	Homo sapiens				GO:0006508~proteolysis,	GO:0005615~extracellular space,GO:0035578~azurophil granule lumen,	GO:0004252~serine-type endopeptidase activity,GO:0008201~heparin binding,GO:0008236~serine-type peptidase activity,	IPR001254:Peptidase S1,IPR001314:Peptidase S1A, chymotrypsin-type,IPR009003:Trypsin-like cysteine/serine peptidase domain,IPR018114:Peptidase S1, trypsin family, active site,				SM00020:Tryp_SPc,	3D-structure,Complete proteome,Disulfide bond,Glycoprotein,Heparin-binding,Hydrolase,Polymorphism,Protease,Proteomics identification,Reference proteome,Secreted,Serine protease,Signal,	active site:Charge relay system,chain:Serine protease 1-like protein 1,disulfide bond,domain:Peptidase S1,glycosylation site:N-linked (GlcNAc...),sequence variant,signal peptide,
ENSG00000135549	protein kinase (cAMP-dependent, catalytic) inhibitor beta(PKIB)	Homo sapiens				GO:0032212~positive regulation of telomere maintenance via telomerase,GO:0051973~positive regulation of telomerase activity,GO:1904355~positive regulation of telomere capping,GO:2000480~negative regulation of cAMP-dependent protein kinase activity,	GO:0005634~nucleus,GO:0005737~cytoplasm,	GO:0004862~cAMP-dependent protein kinase inhibitor activity,	IPR004171:cAMP-dependent protein kinase inhibitor,			PIRSF001667:cAMP-dependent protein kinase inhibitor,		Alternative splicing,Complete proteome,Protein kinase inhibitor,Proteomics identification,Reference proteome,	chain:cAMP-dependent protein kinase inhibitor beta,site:Important for inhibition,
ENSG00000124507	protein kinase C and casein kinase substrate in neurons 1(PACSIN1)	Homo sapiens				GO:0007015~actin filament organization,GO:0030100~regulation of endocytosis,GO:0045806~negative regulation of endocytosis,GO:0048488~synaptic vesicle endocytosis,GO:0048666~neuron development,GO:0048812~neuron projection morphogenesis,GO:0072657~protein localization to membrane,GO:0090002~establishment of protein localization to plasma membrane,GO:0097320~membrane tubulation,GO:1900006~positive regulation of dendrite development,	GO:0005737~cytoplasm,GO:0005768~endosome,GO:0005829~cytosol,GO:0005886~plasma membrane,GO:0030054~cell junction,GO:0030137~COPI-coated vesicle,GO:0030659~cytoplasmic vesicle membrane,GO:0032587~ruffle membrane,GO:0043209~myelin sheath,GO:0043679~axon terminus,GO:0045202~synapse,GO:0048471~perinuclear region of cytoplasm,	GO:0005515~protein binding,GO:0005543~phospholipid binding,GO:0008092~cytoskeletal protein binding,GO:0016301~kinase activity,	IPR001060:FCH domain,IPR001452:Src homology-3 domain,				SM00055:FCH,SM00326:SH3,	3D-structure,Cell junction,Cell membrane,Cell projection,Coiled coil,Complete proteome,Cytoplasm,Cytoplasmic vesicle,Endocytosis,Kinase,Lipid-binding,Membrane,Phosphoprotein,Polymorphism,Proteomics identification,Reference proteome,SH3 domain,Synapse,Synaptosome,Transferase,	chain:Protein kinase C and casein kinase substrate in neurons protein 1,domain:FCH,domain:SH3,helix,modified residue,sequence variant,turn,
ENSG00000170955	protein kinase C delta binding protein(PRKCDBP)	Homo sapiens				GO:0030866~cortical actin cytoskeleton organization,GO:0032922~circadian regulation of gene expression,GO:0051898~negative regulation of protein kinase B signaling,GO:0070374~positive regulation of ERK1 and ERK2 cascade,GO:1901003~negative regulation of fermentation,	GO:0005737~cytoplasm,GO:0005901~caveola,GO:0043234~protein complex,	GO:0005080~protein kinase C binding,GO:0005515~protein binding,	IPR026752:Cavin family,					Biological rhythms,Coiled coil,Complete proteome,Cytoplasm,Phosphoprotein,Polymorphism,Proteomics identification,Reference proteome,Tumor suppressor,	chain:Protein kinase C delta-binding protein,modified residue,sequence variant,
ENSG00000155367	protein phosphatase, Mg2+/Mn2+ dependent 1J(PPM1J)	Homo sapiens				GO:0006470~protein dephosphorylation,		GO:0004722~protein serine/threonine phosphatase activity,	IPR001932:Protein phosphatase 2C (PP2C)-like,IPR015655:Protein phosphatase 2C,				SM00332:PP2Cc,	Alternative splicing,Complete proteome,Hydrolase,Phosphoprotein,Polymorphism,Protein phosphatase,Proteomics identification,Reference proteome,	chain:Protein phosphatase 1J,domain:PP2C-like,modified residue,sequence variant,splice variant,
ENSG00000112655	protein tyrosine kinase 7 (inactive)(PTK7)	Homo sapiens				GO:0001736~establishment of planar polarity,GO:0003281~ventricular septum development,GO:0003401~axis elongation,GO:0006468~protein phosphorylation,GO:0007155~cell adhesion,GO:0007165~signal transduction,GO:0010976~positive regulation of neuron projection development,GO:0016477~cell migration,GO:0031532~actin cytoskeleton reorganization,GO:0042060~wound healing,GO:0045198~establishment of epithelial cell apical/basal polarity,GO:0060026~convergent extension,GO:0060070~canonical Wnt signaling pathway,GO:0060484~lung-associated mesenchyme development,GO:0060976~coronary vasculature development,GO:0071300~cellular response to retinoic acid,GO:0090103~cochlea morphogenesis,GO:0090179~planar cell polarity pathway involved in neural tube closure,	GO:0005887~integral component of plasma membrane,GO:0005911~cell-cell junction,GO:0005925~focal adhesion,	GO:0004672~protein kinase activity,GO:0005515~protein binding,GO:0005524~ATP binding,GO:1904929~coreceptor activity involved in Wnt signaling pathway, planar cell polarity pathway,	IPR000719:Protein kinase, catalytic domain,IPR001245:Serine-threonine/tyrosine-protein kinase catalytic domain,IPR003598:Immunoglobulin subtype 2,IPR003599:Immunoglobulin subtype,IPR007110:Immunoglobulin-like domain,IPR008266:Tyrosine-protein kinase, active site,IPR011009:Protein kinase-like domain,IPR013098:Immunoglobulin I-set,IPR013783:Immunoglobulin-like fold,				SM00408:IGc2,SM00409:IG,	Alternative splicing,Cell adhesion,Cell junction,Complete proteome,Disulfide bond,Glycoprotein,Immunoglobulin domain,Membrane,Phosphoprotein,Polymorphism,Proteomics identification,Receptor,Reference proteome,Repeat,Signal,Transmembrane,Transmembrane helix,Wnt signaling pathway,	chain:Tyrosine-protein kinase-like 7,disulfide bond,domain:Ig-like C2-type 1,domain:Ig-like C2-type 2,domain:Ig-like C2-type 3,domain:Ig-like C2-type 4,domain:Ig-like C2-type 5,domain:Ig-like C2-type 6,domain:Ig-like C2-type 7,domain:Protein kinase; inactive,glycosylation site:N-linked (GlcNAc...),sequence conflict,sequence variant,signal peptide,splice variant,topological domain:Cytoplasmic,topological domain:Extracellular,transmembrane region,
ENSG00000152894	protein tyrosine phosphatase, receptor type K(PTPRK)	Homo sapiens				GO:0006470~protein dephosphorylation,GO:0007155~cell adhesion,GO:0007165~signal transduction,GO:0007179~transforming growth factor beta receptor signaling pathway,GO:0008285~negative regulation of cell proliferation,GO:0010839~negative regulation of keratinocyte proliferation,GO:0016477~cell migration,GO:0030336~negative regulation of cell migration,GO:0031175~neuron projection development,GO:0034394~protein localization to cell surface,GO:0034614~cellular response to reactive oxygen species,GO:0034644~cellular response to UV,GO:0035335~peptidyl-tyrosine dephosphorylation,GO:0045786~negative regulation of cell cycle,GO:0045892~negative regulation of transcription, DNA-templated,GO:0048041~focal adhesion assembly,	GO:0001750~photoreceptor outer segment,GO:0005887~integral component of plasma membrane,GO:0005911~cell-cell junction,GO:0005912~adherens junction,GO:0009986~cell surface,GO:0016020~membrane,GO:0016021~integral component of membrane,GO:0030424~axon,GO:0030425~dendrite,GO:0031256~leading edge membrane,GO:0043025~neuronal cell body,	GO:0004725~protein tyrosine phosphatase activity,GO:0005001~transmembrane receptor protein tyrosine phosphatase activity,GO:0005515~protein binding,GO:0008013~beta-catenin binding,GO:0019901~protein kinase binding,GO:0045295~gamma-catenin binding,	IPR000242:Protein-tyrosine phosphatase, receptor/non-receptor type,IPR000387:Protein-tyrosine/Dual specificity phosphatase,IPR000998:MAM domain,IPR003595:Protein-tyrosine phosphatase, catalytic,IPR003599:Immunoglobulin subtype,IPR003961:Fibronectin, type III,IPR007110:Immunoglobulin-like domain,IPR013098:Immunoglobulin I-set,IPR013320:Concanavalin A-like lectin/glucanase, subgroup,IPR013783:Immunoglobulin-like fold,IPR016130:Protein-tyrosine phosphatase, active site,				SM00060:FN3,SM00137:MAM,SM00194:PTPc,SM00404:PTPc_motif,SM00409:IG,	3D-structure,Alternative splicing,Cell junction,Cell membrane,Complete proteome,Disulfide bond,Glycoprotein,Hydrolase,Immunoglobulin domain,Membrane,Phosphoprotein,Protein phosphatase,Proteomics identification,Receptor,Reference proteome,Repeat,Signal,Transmembrane,Transmembrane helix,	active site:Phosphocysteine intermediate,chain:Receptor-type tyrosine-protein phosphatase kappa,disulfide bond,domain:Fibronectin type-III 1,domain:Fibronectin type-III 2,domain:Fibronectin type-III 3,domain:Fibronectin type-III 4,domain:Ig-like C2-type,domain:MAM,domain:Tyrosine-protein phosphatase 1,domain:Tyrosine-protein phosphatase 2,glycosylation site:N-linked (GlcNAc...),helix,modified residue,sequence conflict,signal peptide,site:Cleavage,splice variant,strand,topological domain:Cytoplasmic,topological domain:Extracellular,transmembrane region,turn,
ENSG00000105426	protein tyrosine phosphatase, receptor type S(PTPRS)	Homo sapiens				GO:0007155~cell adhesion,GO:0007268~chemical synaptic transmission,GO:0035335~peptidyl-tyrosine dephosphorylation,	GO:0005886~plasma membrane,GO:0005887~integral component of plasma membrane,GO:0016021~integral component of membrane,GO:0070062~extracellular exosome,	GO:0004725~protein tyrosine phosphatase activity,GO:0005001~transmembrane receptor protein tyrosine phosphatase activity,GO:0005515~protein binding,	IPR000242:Protein-tyrosine phosphatase, receptor/non-receptor type,IPR000387:Protein-tyrosine/Dual specificity phosphatase,IPR003595:Protein-tyrosine phosphatase, catalytic,IPR003598:Immunoglobulin subtype 2,IPR003599:Immunoglobulin subtype,IPR003961:Fibronectin, type III,IPR007110:Immunoglobulin-like domain,IPR013098:Immunoglobulin I-set,IPR013783:Immunoglobulin-like fold,IPR016130:Protein-tyrosine phosphatase, active site,				SM00060:FN3,SM00194:PTPc,SM00404:PTPc_motif,SM00408:IGc2,SM00409:IG,	3D-structure,Alternative splicing,Cell adhesion,Complete proteome,Disulfide bond,Glycoprotein,Hydrolase,Immunoglobulin domain,Membrane,Polymorphism,Protein phosphatase,Proteomics identification,Receptor,Reference proteome,Repeat,Signal,Transmembrane,Transmembrane helix,	active site:Phosphocysteine intermediate,chain:Receptor-type tyrosine-protein phosphatase S,compositionally biased region:Poly-Pro,disulfide bond,domain:Fibronectin type-III 1,domain:Fibronectin type-III 2,domain:Fibronectin type-III 3,domain:Fibronectin type-III 4,domain:Fibronectin type-III 5,domain:Fibronectin type-III 6,domain:Fibronectin type-III 7,domain:Fibronectin type-III 8,domain:Ig-like C2-type 1,domain:Ig-like C2-type 2,domain:Ig-like C2-type 3,domain:Tyrosine-protein phosphatase 1,domain:Tyrosine-protein phosphatase 2,glycosylation site:N-linked (GlcNAc...),helix,sequence conflict,sequence variant,signal peptide,site:Cleavage,splice variant,strand,topological domain:Cytoplasmic,topological domain:Extracellular,transmembrane region,turn,
ENSG00000060656	protein tyrosine phosphatase, receptor type U(PTPRU)	Homo sapiens				GO:0006470~protein dephosphorylation,GO:0007155~cell adhesion,GO:0007185~transmembrane receptor protein tyrosine phosphatase signaling pathway,GO:0008285~negative regulation of cell proliferation,GO:0016337~single organismal cell-cell adhesion,GO:0030154~cell differentiation,GO:0030336~negative regulation of cell migration,GO:0031100~organ regeneration,GO:0034109~homotypic cell-cell adhesion,GO:0034394~protein localization to cell surface,GO:0035335~peptidyl-tyrosine dephosphorylation,GO:0051384~response to glucocorticoid,GO:0060070~canonical Wnt signaling pathway,	GO:0005886~plasma membrane,GO:0005887~integral component of plasma membrane,GO:0005911~cell-cell junction,	GO:0004725~protein tyrosine phosphatase activity,GO:0005001~transmembrane receptor protein tyrosine phosphatase activity,GO:0005515~protein binding,GO:0008013~beta-catenin binding,	IPR000242:Protein-tyrosine phosphatase, receptor/non-receptor type,IPR000387:Protein-tyrosine/Dual specificity phosphatase,IPR000998:MAM domain,IPR003595:Protein-tyrosine phosphatase, catalytic,IPR003961:Fibronectin, type III,IPR007110:Immunoglobulin-like domain,IPR013320:Concanavalin A-like lectin/glucanase, subgroup,IPR013783:Immunoglobulin-like fold,IPR016130:Protein-tyrosine phosphatase, active site,				SM00060:FN3,SM00137:MAM,SM00194:PTPc,SM00404:PTPc_motif,	Alternative splicing,Cell adhesion,Cell junction,Cell membrane,Complete proteome,Differentiation,Disulfide bond,Glycoprotein,Hydrolase,Immunoglobulin domain,Membrane,Phosphoprotein,Polymorphism,Protein phosphatase,Receptor,Reference proteome,Repeat,Signal,Transmembrane,Transmembrane helix,	active site:Phosphocysteine intermediate,chain:Receptor-type tyrosine-protein phosphatase U,disulfide bond,domain:Fibronectin type-III 1,domain:Fibronectin type-III 2,domain:Fibronectin type-III 3,domain:Fibronectin type-III 4,domain:Ig-like C2-type,domain:MAM,domain:Tyrosine-protein phosphatase 1,domain:Tyrosine-protein phosphatase 2,glycosylation site:N-linked (GlcNAc...),modified residue,mutagenesis site,region of interest:Mediates interaction with CTNNB1,sequence conflict,sequence variant,signal peptide,splice variant,topological domain:Cytoplasmic,topological domain:Extracellular,transmembrane region,
ENSG00000089169	rabphilin 3A(RPH3A)	Homo sapiens				GO:0006886~intracellular protein transport,GO:0006906~vesicle fusion,GO:0017158~regulation of calcium ion-dependent exocytosis,GO:0048791~calcium ion-regulated exocytosis of neurotransmitter,	GO:0005622~intracellular,GO:0005794~Golgi apparatus,GO:0005829~cytosol,GO:0005886~plasma membrane,GO:0008021~synaptic vesicle,GO:0016020~membrane,GO:0019898~extrinsic component of membrane,GO:0030054~cell junction,GO:0030141~secretory granule,GO:0030672~synaptic vesicle membrane,GO:0043005~neuron projection,GO:0043234~protein complex,GO:0045202~synapse,	GO:0005509~calcium ion binding,GO:0005515~protein binding,GO:0005544~calcium-dependent phospholipid binding,GO:0005546~phosphatidylinositol-4,5-bisphosphate binding,GO:0008270~zinc ion binding,GO:0008430~selenium binding,GO:0017137~Rab GTPase binding,GO:0019905~syntaxin binding,GO:0030276~clathrin binding,GO:0032403~protein complex binding,GO:0042301~phosphate ion binding,GO:0046872~metal ion binding,GO:0070679~inositol 1,4,5 trisphosphate binding,GO:1901981~phosphatidylinositol phosphate binding,	IPR000008:C2 calcium-dependent membrane targeting,IPR001565:Synaptotagmin,IPR010911:Rab-binding domain,IPR011011:Zinc finger, FYVE/PHD-type,IPR013083:Zinc finger, RING/FYVE/PHD-type,IPR017455:Zinc finger, FYVE-related,				SM00239:C2,	Alternative splicing,Calcium,Cell junction,Coiled coil,Complete proteome,Lipid-binding,Membrane,Metal-binding,Methylation,Phosphoprotein,Protein transport,Proteomics identification,Reference proteome,Repeat,Synapse,Transport,Zinc,Zinc-finger,	chain:Rabphilin-3A,compositionally biased region:Pro-rich,domain:C2 1,domain:C2 2,domain:RabBD,modified residue,splice variant,zinc finger region:FYVE-type,
ENSG00000205517	ral guanine nucleotide dissociation stimulator like 3(RGL3)	Homo sapiens				GO:0007264~small GTPase mediated signal transduction,GO:0043547~positive regulation of GTPase activity,	GO:0005622~intracellular,	GO:0008321~Ral guanyl-nucleotide exchange factor activity,GO:0017016~Ras GTPase binding,	IPR000159:Ras-association,IPR000651:Ras-like guanine nucleotide exchange factor, N-terminal,IPR001895:Guanine-nucleotide dissociation stimulator CDC25,IPR019804:Ras guanine-nucleotide exchange factor, conserved site,IPR023578:Ras guanine nucleotide exchange factor, domain,				SM00147:RasGEF,SM00229:RasGEFN,SM00314:RA,	Alternative splicing,Coiled coil,Complete proteome,Guanine-nucleotide releasing factor,Phosphoprotein,Polymorphism,Proteomics identification,Reference proteome,	chain:Ral guanine nucleotide dissociation stimulator-like 3,compositionally biased region:Poly-Glu,compositionally biased region:Pro-rich,domain:N-terminal Ras-GEF,domain:Ras-associating,domain:Ras-GEF,modified residue,region of interest:Interaction with HRAS, MRAS and RIT1,sequence variant,
ENSG00000139725	ras homolog family member F, filopodia associated(RHOF)	Homo sapiens				GO:0007015~actin filament organization,GO:0007264~small GTPase mediated signal transduction,GO:0051056~regulation of small GTPase mediated signal transduction,	GO:0005622~intracellular,GO:0005829~cytosol,GO:0005856~cytoskeleton,GO:0005886~plasma membrane,GO:0070062~extracellular exosome,	GO:0003924~GTPase activity,GO:0005525~GTP binding,	IPR001806:Small GTPase superfamily,IPR005225:Small GTP-binding protein domain,IPR027417:P-loop containing nucleoside triphosphate hydrolase,					Acetylation,Alternative splicing,Cell membrane,Complete proteome,Cytoplasm,Cytoskeleton,GTP-binding,Lipoprotein,Membrane,Methylation,Nucleotide-binding,Prenylation,Proteomics identification,Reference proteome,	chain:Rho-related GTP-binding protein RhoF,lipid moiety-binding region:S-geranylgeranyl cysteine,modified residue,nucleotide phosphate-binding region:GTP,propeptide:Removed in mature form,sequence conflict,short sequence motif:Effector region,splice variant,
ENSG00000166349	recombination activating 1(RAG1)	Homo sapiens				GO:0002250~adaptive immune response,GO:0002331~pre-B cell allelic exclusion,GO:0006310~DNA recombination,GO:0006955~immune response,GO:0010390~histone monoubiquitination,GO:0030183~B cell differentiation,GO:0033077~T cell differentiation in thymus,GO:0033151~V(D)J recombination,GO:0043029~T cell homeostasis,GO:0043154~negative regulation of cysteine-type endopeptidase activity involved in apoptotic process,GO:0045582~positive regulation of T cell differentiation,GO:0048538~thymus development,GO:0051865~protein autoubiquitination,GO:0070244~negative regulation of thymocyte apoptotic process,GO:0090305~nucleic acid phosphodiester bond hydrolysis,	GO:0005634~nucleus,GO:0005654~nucleoplasm,	GO:0003677~DNA binding,GO:0004519~endonuclease activity,GO:0004842~ubiquitin-protein transferase activity,GO:0005515~protein binding,GO:0008270~zinc ion binding,GO:0016874~ligase activity,GO:0042393~histone binding,GO:0042803~protein homodimerization activity,GO:0043565~sequence-specific DNA binding,GO:0046872~metal ion binding,GO:0061630~ubiquitin protein ligase activity,	IPR001841:Zinc finger, RING-type,IPR013083:Zinc finger, RING/FYVE/PHD-type,IPR013087:Zinc finger C2H2-type/integrase DNA-binding domain,IPR017907:Zinc finger, RING-type, conserved site,IPR018957:Zinc finger, C3HC4 RING-type,IPR019485:Zinc finger, V(D)J recombination-activating protein 1,IPR023336:RAG nonamer-binding domain,IPR024627:Recombination-activation protein 1,	hsa04068:FoxO signaling pathway,hsa05340:Primary immunodeficiency,	233650~Combined cellular and humoral immune defects with granulomas,601457~Severe combined immunodeficiency, B cell-negative,603554~Omenn syndrome,609889~Alpha/beta T-cell lymphopenia with gamma/delta T-cell expansion, severe cytomegalovirus infection, and autoimmunity,		SM00184:RING,	Alternative splicing,Chromatin regulator,Complete proteome,Disease mutation,DNA recombination,DNA-binding,Endonuclease,Hydrolase,Isopeptide bond,Ligase,Metal-binding,Multifunctional enzyme,Nuclease,Nucleus,Polymorphism,Reference proteome,SCID,Ubl conjugation,Ubl conjugation pathway,Zinc,Zinc-finger,	chain:V(D)J recombination-activating protein 1,DNA-binding region:NBD,metal ion-binding site:Divalent metal cation,region of interest:Interaction with importin alpha-1,sequence variant,zinc finger region:RING-type,
