ID	Gene Name	Species	BBID	BIOCARTA	COG_ONTOLOGY	GOTERM_BP_DIRECT	GOTERM_CC_DIRECT	GOTERM_MF_DIRECT	INTERPRO	KEGG_PATHWAY	OMIM_DISEASE	PIR_SUPERFAMILY	REACTOME_PATHWAY	SMART	UP_KEYWORDS	UP_SEQ_FEATURE
ENSG00000157017	ghrelin and obestatin prepropeptide(GHRL)	Homo sapiens		h_ghrelinPathway:Ghrelin: Regulation of Food Intake and Energy Homeostasis,		GO:0000187~activation of MAPK activity,GO:0001696~gastric acid secretion,GO:0001937~negative regulation of endothelial cell proliferation,GO:0006006~glucose metabolic process,GO:0007186~G-protein coupled receptor signaling pathway,GO:0007204~positive regulation of cytosolic calcium ion concentration,GO:0008154~actin polymerization or depolymerization,GO:0008343~adult feeding behavior,GO:0009725~response to hormone,GO:0009755~hormone-mediated signaling pathway,GO:0016358~dendrite development,GO:0016525~negative regulation of angiogenesis,GO:0030252~growth hormone secretion,GO:0032024~positive regulation of insulin secretion,GO:0032095~regulation of response to food,GO:0032100~positive regulation of appetite,GO:0032691~negative regulation of interleukin-1 beta production,GO:0040013~negative regulation of locomotion,GO:0040018~positive regulation of multicellular organism growth,GO:0042127~regulation of cell proliferation,GO:0042322~negative regulation of circadian sleep/wake cycle, REM sleep,GO:0042536~negative regulation of tumor necrosis factor biosynthetic process,GO:0043066~negative regulation of apoptotic process,GO:0043400~cortisol secretion,GO:0043627~response to estrogen,GO:0045409~negative regulation of interleukin-6 biosynthetic process,GO:0046010~positive regulation of circadian sleep/wake cycle, non-REM sleep,GO:0046676~negative regulation of insulin secretion,GO:0046697~decidualization,GO:0050728~negative regulation of inflammatory response,GO:0051216~cartilage development,GO:0051461~positive regulation of corticotropin secretion,GO:0051464~positive regulation of cortisol secretion,GO:0051965~positive regulation of synapse assembly,GO:0060079~excitatory postsynaptic potential,GO:0060124~positive regulation of growth hormone secretion,GO:0060399~positive regulation of growth hormone receptor signaling pathway,GO:0061098~positive regulation of protein tyrosine kinase activity,GO:2000506~negative regulation of energy homeostasis,GO:2000507~positive regulation of energy homeostasis,	GO:0005576~extracellular region,GO:0005615~extracellular space,GO:0005788~endoplasmic reticulum lumen,GO:0030424~axon,GO:0034774~secretory granule lumen,GO:0098794~postsynapse,	GO:0001664~G-protein coupled receptor binding,GO:0005515~protein binding,GO:0016608~growth hormone-releasing hormone activity,GO:0030296~protein tyrosine kinase activator activity,GO:0031768~ghrelin receptor binding,	IPR005441:Preproghrelin peptide,IPR006737:Motilin/ghrelin-associated peptide,IPR006738:Motilin/ghrelin,	hsa04024:cAMP signaling pathway,	601665~Obesity, susceptibility to,		R-HSA-375276:R-HSA-375276,R-HSA-416476:R-HSA-416476,R-HSA-422085:R-HSA-422085,		3D-structure,Alternative splicing,Amidation,Complete proteome,Direct protein sequencing,Hormone,Lipoprotein,Polymorphism,Reference proteome,Secreted,Signal,	helix,lipid moiety-binding region:O-decanoyl serine; alternate,lipid moiety-binding region:O-octanoyl serine; alternate,modified residue,peptide:Ghrelin-27,peptide:Ghrelin-28,peptide:Obestatin,propeptide:Removed in mature form,sequence variant,signal peptide,splice variant,strand,
ENSG00000198785	glutamate ionotropic receptor NMDA type subunit 3A(GRIN3A)	Homo sapiens				GO:0006816~calcium ion transport,GO:0016358~dendrite development,GO:0035235~ionotropic glutamate receptor signaling pathway,GO:0045471~response to ethanol,GO:0060134~prepulse inhibition,GO:0070588~calcium ion transmembrane transport,	GO:0005886~plasma membrane,GO:0014069~postsynaptic density,GO:0016020~membrane,GO:0016021~integral component of membrane,GO:0017146~NMDA selective glutamate receptor complex,GO:0030054~cell junction,GO:0043005~neuron projection,GO:0043025~neuronal cell body,GO:0045202~synapse,GO:0045211~postsynaptic membrane,	GO:0004970~ionotropic glutamate receptor activity,GO:0004972~NMDA glutamate receptor activity,GO:0005234~extracellular-glutamate-gated ion channel activity,GO:0005262~calcium channel activity,GO:0005515~protein binding,GO:0016594~glycine binding,GO:0042802~identical protein binding,GO:0051721~protein phosphatase 2A binding,	IPR001320:Ionotropic glutamate receptor,IPR001508:NMDA receptor,IPR019594:Glutamate receptor, L-glutamate/glycine-binding,	hsa04024:cAMP signaling pathway,hsa04080:Neuroactive ligand-receptor interaction,hsa04724:Glutamatergic synapse,hsa05030:Cocaine addiction,hsa05031:Amphetamine addiction,hsa05033:Nicotine addiction,hsa05034:Alcoholism,				SM00079:PBPe,SM00918:SM00918,	Calcium,Cell junction,Cell membrane,Coiled coil,Complete proteome,Glycoprotein,Ion channel,Ion transport,Ligand-gated ion channel,Magnesium,Membrane,Polymorphism,Postsynaptic cell membrane,Receptor,Reference proteome,Signal,Synapse,Transmembrane,Transmembrane helix,Transport,	chain:Glutamate [NMDA] receptor subunit 3A,glycosylation site:N-linked (GlcNAc...),region of interest:PPP2CB binding site,sequence conflict,sequence variant,signal peptide,topological domain:Cytoplasmic,topological domain:Extracellular,transmembrane region,
ENSG00000176153	glutathione peroxidase 2(GPX2)	Homo sapiens				GO:0000302~response to reactive oxygen species,GO:0006979~response to oxidative stress,GO:0055114~oxidation-reduction process,GO:0098869~cellular oxidant detoxification,	GO:0005737~cytoplasm,GO:0005829~cytosol,GO:0070062~extracellular exosome,	GO:0004602~glutathione peroxidase activity,GO:0009055~electron carrier activity,	IPR000889:Glutathione peroxidase,IPR012336:Thioredoxin-like fold,	hsa00480:Glutathione metabolism,hsa00590:Arachidonic acid metabolism,hsa04918:Thyroid hormone synthesis,		PIRSF000303:glutathione peroxidase,	R-HSA-2142688:R-HSA-2142688,R-HSA-2142712:R-HSA-2142712,R-HSA-2142770:R-HSA-2142770,R-HSA-3299685:R-HSA-3299685,R-HSA-5628897:R-HSA-5628897,		3D-structure,Complete proteome,Cytoplasm,Oxidoreductase,Peroxidase,Polymorphism,Proteomics identification,Reference proteome,Selenocysteine,	chain:Glutathione peroxidase 2,helix,sequence conflict,sequence variant,strand,turn,
ENSG00000112293	glycosylphosphatidylinositol specific phospholipase D1(GPLD1)	Homo sapiens		h_arapPathway:ADP-Ribosylation Factor,		GO:0001503~ossification,GO:0002042~cell migration involved in sprouting angiogenesis,GO:0002062~chondrocyte differentiation,GO:0002430~complement receptor mediated signaling pathway,GO:0006507~GPI anchor release,GO:0008285~negative regulation of cell proliferation,GO:0008286~insulin receptor signaling pathway,GO:0009749~response to glucose,GO:0010595~positive regulation of endothelial cell migration,GO:0010694~positive regulation of alkaline phosphatase activity,GO:0010867~positive regulation of triglyceride biosynthetic process,GO:0010897~negative regulation of triglyceride catabolic process,GO:0010907~positive regulation of glucose metabolic process,GO:0010983~positive regulation of high-density lipoprotein particle clearance,GO:0032869~cellular response to insulin stimulus,GO:0035690~cellular response to drug,GO:0035701~hematopoietic stem cell migration,GO:0035774~positive regulation of insulin secretion involved in cellular response to glucose stimulus,GO:0043065~positive regulation of apoptotic process,GO:0045919~positive regulation of cytolysis,GO:0046470~phosphatidylcholine metabolic process,GO:0051044~positive regulation of membrane protein ectodomain proteolysis,GO:0051047~positive regulation of secretion,GO:0070633~transepithelial transport,GO:0071277~cellular response to calcium ion,GO:0071397~cellular response to cholesterol,GO:0071401~cellular response to triglyceride,GO:0071467~cellular response to pH,GO:0097241~hematopoietic stem cell migration to bone marrow,GO:1900076~regulation of cellular response to insulin stimulus,	GO:0005578~proteinaceous extracellular matrix,GO:0005615~extracellular space,GO:0005622~intracellular,GO:0005737~cytoplasm,GO:0005765~lysosomal membrane,GO:0043231~intracellular membrane-bounded organelle,GO:0070062~extracellular exosome,	GO:0004621~glycosylphosphatidylinositol phospholipase D activity,GO:0004630~phospholipase D activity,GO:0017080~sodium channel regulator activity,	IPR001028:Glycoprotein phospholipase D,IPR013517:FG-GAP repeat,IPR013519:Integrin alpha beta-propellor,	hsa00563:Glycosylphosphatidylinositol(GPI)-anchor biosynthesis,				SM00191:Int_alpha,	Alternative splicing,Complete proteome,Direct protein sequencing,Glycoprotein,Hydrolase,Polymorphism,Reference proteome,Repeat,Secreted,Signal,	chain:Phosphatidylinositol-glycan-specific phospholipase D,glycosylation site:N-linked (GlcNAc...),repeat:FG-GAP 1,repeat:FG-GAP 2,repeat:FG-GAP 3,repeat:FG-GAP 4,repeat:FG-GAP 5,repeat:FG-GAP 6,repeat:FG-GAP 7,sequence conflict,sequence variant,signal peptide,splice variant,
ENSG00000148935	growth arrest specific 2(GAS2)	Homo sapiens		h_deathPathway:Induction of apoptosis through DR3 and DR4/5 Death Receptors ,		GO:0006915~apoptotic process,GO:0007050~cell cycle arrest,GO:0008360~regulation of cell shape,	GO:0005829~cytosol,GO:0005856~cytoskeleton,GO:0005884~actin filament,GO:0016020~membrane,	GO:0008017~microtubule binding,	IPR001715:Calponin homology domain,IPR003108:Growth-arrest-specific protein 2 domain,				R-HSA-264870:R-HSA-264870,	SM00033:CH,SM00243:GAS2,	Alternative splicing,Apoptosis,Cell cycle,Cell shape,Complete proteome,Cytoplasm,Cytoskeleton,Growth arrest,Membrane,Phosphoprotein,Proteomics identification,Reference proteome,	chain:Growth arrest-specific protein 2,domain:CH,modified residue,site:Cleavage; by a caspase during apoptosis,
ENSG00000138448	integrin subunit alpha V(ITGAV)	Homo sapiens		h_edg1Pathway:Phospholipids as signalling intermediaries,		GO:0001525~angiogenesis,GO:0001568~blood vessel development,GO:0002479~antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent,GO:0007155~cell adhesion,GO:0007160~cell-matrix adhesion,GO:0007229~integrin-mediated signaling pathway,GO:0008284~positive regulation of cell proliferation,GO:0010745~negative regulation of macrophage derived foam cell differentiation,GO:0010888~negative regulation of lipid storage,GO:0016049~cell growth,GO:0016477~cell migration,GO:0030198~extracellular matrix organization,GO:0030335~positive regulation of cell migration,GO:0031589~cell-substrate adhesion,GO:0032369~negative regulation of lipid transport,GO:0033627~cell adhesion mediated by integrin,GO:0033690~positive regulation of osteoblast proliferation,GO:0034113~heterotypic cell-cell adhesion,GO:0034446~substrate adhesion-dependent cell spreading,GO:0035987~endodermal cell differentiation,GO:0038027~apolipoprotein A-I-mediated signaling pathway,GO:0043277~apoptotic cell clearance,GO:0045715~negative regulation of low-density lipoprotein particle receptor biosynthetic process,GO:0045785~positive regulation of cell adhesion,GO:0046718~viral entry into host cell,GO:0048010~vascular endothelial growth factor receptor signaling pathway,GO:0050748~negative regulation of lipoprotein metabolic process,GO:0050764~regulation of phagocytosis,GO:0050900~leukocyte migration,GO:0050919~negative chemotaxis,GO:0052066~entry of symbiont into host cell by promotion of host phagocytosis,GO:0070371~ERK1 and ERK2 cascade,GO:0070588~calcium ion transmembrane transport,GO:0097192~extrinsic apoptotic signaling pathway in absence of ligand,GO:2000425~regulation of apoptotic cell clearance,GO:2000536~negative regulation of entry of bacterium into host cell,GO:2001237~negative regulation of extrinsic apoptotic signaling pathway,	GO:0005622~intracellular,GO:0005886~plasma membrane,GO:0005887~integral component of plasma membrane,GO:0005925~focal adhesion,GO:0008305~integrin complex,GO:0009897~external side of plasma membrane,GO:0009986~cell surface,GO:0016020~membrane,GO:0031258~lamellipodium membrane,GO:0031527~filopodium membrane,GO:0031528~microvillus membrane,GO:0032587~ruffle membrane,GO:0034683~integrin alphav-beta3 complex,GO:0034684~integrin alphav-beta5 complex,GO:0034686~integrin alphav-beta8 complex,GO:0035867~alphav-beta3 integrin-IGF-1-IGF1R complex,GO:0045335~phagocytic vesicle,GO:0070062~extracellular exosome,	GO:0001618~virus receptor activity,GO:0001846~opsonin binding,GO:0001968~fibronectin binding,GO:0002020~protease binding,GO:0005080~protein kinase C binding,GO:0005245~voltage-gated calcium channel activity,GO:0005515~protein binding,GO:0015026~coreceptor activity,GO:0017134~fibroblast growth factor binding,GO:0019960~C-X3-C chemokine binding,GO:0031994~insulin-like growth factor I binding,GO:0038132~neuregulin binding,GO:0046872~metal ion binding,GO:0050431~transforming growth factor beta binding,GO:0050840~extracellular matrix binding,GO:1990430~extracellular matrix protein binding,	IPR000413:Integrin alpha chain,IPR013517:FG-GAP repeat,IPR013519:Integrin alpha beta-propellor,IPR013649:Integrin alpha-2,IPR018184:Integrin alpha chain, C-terminal cytoplasmic region, conserved site,	hsa04145:Phagosome,hsa04151:PI3K-Akt signaling pathway,hsa04510:Focal adhesion,hsa04512:ECM-receptor interaction,hsa04514:Cell adhesion molecules (CAMs),hsa04810:Regulation of actin cytoskeleton,hsa04919:Thyroid hormone signaling pathway,hsa05200:Pathways in cancer,hsa05205:Proteoglycans in cancer,hsa05222:Small cell lung cancer,hsa05410:Hypertrophic cardiomyopathy (HCM),hsa05412:Arrhythmogenic right ventricular cardiomyopathy (ARVC),hsa05414:Dilated cardiomyopathy,			R-HSA-1236973:R-HSA-1236973,R-HSA-1566948:R-HSA-1566948,R-HSA-210990:R-HSA-210990,R-HSA-2129379:R-HSA-2129379,R-HSA-216083:R-HSA-216083,R-HSA-3000157:R-HSA-3000157,R-HSA-3000170:R-HSA-3000170,R-HSA-3000178:R-HSA-3000178,R-HSA-4420097:R-HSA-4420097,R-HSA-445144:R-HSA-445144,	SM00191:Int_alpha,	3D-structure,Alternative splicing,Calcium,Cell adhesion,Cell junction,Cleavage on pair of basic residues,Complete proteome,Direct protein sequencing,Disulfide bond,Glycoprotein,Host cell receptor for virus entry,Host-virus interaction,Integrin,Membrane,Metal-binding,Polymorphism,Proteomics identification,Receptor,Reference proteome,Repeat,Signal,Transmembrane,Transmembrane helix,	chain:Integrin alpha-V,chain:Integrin alpha-V heavy chain,chain:Integrin alpha-V light chain,disulfide bond,glycosylation site:N-linked (GlcNAc...),helix,repeat:FG-GAP 1,repeat:FG-GAP 2,repeat:FG-GAP 3,repeat:FG-GAP 4,repeat:FG-GAP 5,repeat:FG-GAP 6,repeat:FG-GAP 7,sequence conflict,sequence variant,short sequence motif:GFFKR motif,signal peptide,splice variant,strand,topological domain:Cytoplasmic,topological domain:Extracellular,transmembrane region,turn,
ENSG00000056736	interleukin 17 receptor B(IL17RB)	Homo sapiens				GO:0001558~regulation of cell growth,GO:0006952~defense response,GO:0019221~cytokine-mediated signaling pathway,GO:0050729~positive regulation of inflammatory response,GO:2000664~positive regulation of interleukin-5 secretion,GO:2000667~positive regulation of interleukin-13 secretion,	GO:0005576~extracellular region,GO:0005737~cytoplasm,GO:0005886~plasma membrane,GO:0005887~integral component of plasma membrane,GO:0009986~cell surface,GO:0016020~membrane,GO:0016021~integral component of membrane,	GO:0004896~cytokine receptor activity,GO:0030368~interleukin-17 receptor activity,	IPR013568:SEFIR,	hsa04060:Cytokine-cytokine receptor interaction,					Alternative splicing,Cell membrane,Complete proteome,Direct protein sequencing,Glycoprotein,Membrane,Polymorphism,Receptor,Reference proteome,Secreted,Signal,Transmembrane,Transmembrane helix,	chain:Interleukin-17 receptor B,glycosylation site:N-linked (GlcNAc...),sequence conflict,sequence variant,signal peptide,splice variant,topological domain:Cytoplasmic,topological domain:Extracellular,transmembrane region,
ENSG00000243789	jumonji domain containing 7(JMJD7)	Homo sapiens						GO:0005515~protein binding,	IPR003347:JmjC domain,					SM00558:JmjC,	Complete proteome,Polymorphism,Proteomics identification,Reference proteome,	chain:Cytosolic phospholipase A2 beta,chain:JmjC domain-containing protein 7,domain:C2,domain:JmjC,domain:PLA2c,mutagenesis site,sequence conflict,sequence variant,splice variant,
ENSG00000167216	katanin catalytic subunit A1 like 2(KATNAL2)	Homo sapiens				GO:0031122~cytoplasmic microtubule organization,GO:0051013~microtubule severing,	GO:0005634~nucleus,GO:0005737~cytoplasm,GO:0005874~microtubule,	GO:0005524~ATP binding,GO:0008017~microtubule binding,GO:0008568~microtubule-severing ATPase activity,	IPR003593:AAA+ ATPase domain,IPR003959:ATPase, AAA-type, core,IPR006594:LisH dimerisation motif,IPR027417:P-loop containing nucleoside triphosphate hydrolase,IPR027497:Katanin p60 ATPase-containing subunit A-like 2,					SM00382:AAA,SM00667:LisH,	Alternative splicing,ATP-binding,Complete proteome,Cytoplasm,Cytoskeleton,Hydrolase,Microtubule,Nucleotide-binding,Polymorphism,Proteomics identification,Reference proteome,	chain:Katanin p60 ATPase-containing subunit A- like 2,domain:LisH,nucleotide phosphate-binding region:ATP,sequence variant,splice variant,
ENSG00000264058	keratin 222(KRT222)	Homo sapiens					GO:0005882~intermediate filament,	GO:0005198~structural molecule activity,	IPR001664:Intermediate filament protein,IPR002957:Keratin, type I,IPR018039:Intermediate filament protein, conserved site,						Alternative splicing,Coiled coil,Complete proteome,Intermediate filament,Keratin,Reference proteome,	chain:Keratin-like protein KRT222,splice variant,
ENSG00000138160	kinesin family member 11(KIF11)	Homo sapiens				GO:0006890~retrograde vesicle-mediated transport, Golgi to ER,GO:0007018~microtubule-based movement,GO:0007051~spindle organization,GO:0007052~mitotic spindle organization,GO:0007059~chromosome segregation,GO:0007067~mitotic nuclear division,GO:0007100~mitotic centrosome separation,GO:0019886~antigen processing and presentation of exogenous peptide antigen via MHC class II,GO:0046602~regulation of mitotic centrosome separation,GO:0051301~cell division,GO:0090307~mitotic spindle assembly,	GO:0000922~spindle pole,GO:0005737~cytoplasm,GO:0005819~spindle,GO:0005829~cytosol,GO:0005871~kinesin complex,GO:0005874~microtubule,GO:0005876~spindle microtubule,GO:0016020~membrane,	GO:0003777~microtubule motor activity,GO:0005524~ATP binding,GO:0008017~microtubule binding,GO:0008574~ATP-dependent microtubule motor activity, plus-end-directed,GO:0019901~protein kinase binding,GO:0032403~protein complex binding,	IPR001752:Kinesin, motor domain,IPR019821:Kinesin, motor region, conserved site,IPR025901:Kinesin-associated microtubule-binding domain,IPR027417:P-loop containing nucleoside triphosphate hydrolase,		152950~Microcephaly with or without chorioretinopathy, lymphedema, or mental retardation,		R-HSA-2132295:R-HSA-2132295,R-HSA-983189:R-HSA-983189,	SM00129:KISc,	3D-structure,Acetylation,ATP-binding,Cell cycle,Cell division,Coiled coil,Complete proteome,Cytoplasm,Cytoskeleton,Disease mutation,Microtubule,Mitosis,Motor protein,Nucleotide-binding,Phosphoprotein,Polymorphism,Reference proteome,	chain:Kinesin-like protein KIF11,domain:Kinesin-motor,helix,modified residue,mutagenesis site,nucleotide phosphate-binding region:ATP,sequence conflict,sequence variant,strand,turn,
ENSG00000184445	kinetochore associated 1(KNTC1)	Homo sapiens				GO:0006461~protein complex assembly,GO:0007062~sister chromatid cohesion,GO:0007067~mitotic nuclear division,GO:0007093~mitotic cell cycle checkpoint,GO:0007096~regulation of exit from mitosis,GO:0051301~cell division,	GO:0000777~condensed chromosome kinetochore,GO:0000922~spindle pole,GO:0005634~nucleus,GO:0005737~cytoplasm,GO:0005828~kinetochore microtubule,GO:0005829~cytosol,GO:0005886~plasma membrane,GO:0015629~actin cytoskeleton,GO:1990423~RZZ complex,	GO:0005515~protein binding,	IPR017986:WD40-repeat-containing domain,IPR019527:RZZ complex, subunit KNTC1/ROD, C-terminal,				R-HSA-2467813:R-HSA-2467813,R-HSA-2500257:R-HSA-2500257,R-HSA-5663220:R-HSA-5663220,R-HSA-68877:R-HSA-68877,		Alternative splicing,Cell cycle,Cell division,Centromere,Chromosome,Complete proteome,Cytoplasm,Cytoskeleton,Kinetochore,Mitosis,Nucleus,Phosphoprotein,Polymorphism,Proteomics identification,Reference proteome,	chain:Kinetochore-associated protein 1,modified residue,sequence variant,
ENSG00000238083	leucine rich repeat containing 37 member A2(LRRC37A2)	Homo sapiens					GO:0016021~integral component of membrane,		IPR001611:Leucine-rich repeat,IPR003591:Leucine-rich repeat, typical subtype,IPR015753:Proline-rich Peptides,					SM00369:LRR_TYP,	Complete proteome,Glycoprotein,Leucine-rich repeat,Membrane,Polymorphism,Reference proteome,Repeat,Signal,Transmembrane,Transmembrane helix,	chain:Leucine-rich repeat-containing protein 37A2,glycosylation site:N-linked (GlcNAc...),repeat:LRR 1,repeat:LRR 10,repeat:LRR 2,repeat:LRR 3,repeat:LRR 4,repeat:LRR 5,repeat:LRR 6,repeat:LRR 7,repeat:LRR 8,repeat:LRR 9,signal peptide,topological domain:Cytoplasmic,topological domain:Extracellular,transmembrane region,
ENSG00000122477	leucine rich repeat containing 39(LRRC39)	Homo sapiens							IPR001611:Leucine-rich repeat,IPR003591:Leucine-rich repeat, typical subtype,IPR025875:Leucine rich repeat 4,					SM00369:LRR_TYP,	Alternative splicing,Coiled coil,Complete proteome,Leucine-rich repeat,Polymorphism,Reference proteome,Repeat,	chain:Leucine-rich repeat-containing protein 39,compositionally biased region:Poly-Glu,repeat:LRR 1,repeat:LRR 2,repeat:LRR 3,repeat:LRR 4,repeat:LRR 5,repeat:LRR 6,repeat:LRR 7,repeat:LRR 8,repeat:LRR 9,sequence variant,splice variant,
ENSG00000072201	ligand of numb-protein X 1(LNX1)	Homo sapiens				GO:0042787~protein ubiquitination involved in ubiquitin-dependent protein catabolic process,GO:0051260~protein homooligomerization,	GO:0005737~cytoplasm,	GO:0004842~ubiquitin-protein transferase activity,GO:0005515~protein binding,GO:0008270~zinc ion binding,GO:0016874~ligase activity,GO:0030165~PDZ domain binding,	IPR001478:PDZ domain,IPR001841:Zinc finger, RING-type,IPR013083:Zinc finger, RING/FYVE/PHD-type,IPR017907:Zinc finger, RING-type, conserved site,IPR018957:Zinc finger, C3HC4 RING-type,				R-HSA-983168:R-HSA-983168,	SM00184:RING,SM00228:PDZ,	3D-structure,Alternative splicing,Complete proteome,Cytoplasm,Ligase,Metal-binding,Phosphoprotein,Reference proteome,Repeat,Ubl conjugation pathway,Zinc,Zinc-finger,	chain:E3 ubiquitin-protein ligase LNX,domain:PDZ 1,domain:PDZ 2,domain:PDZ 3,domain:PDZ 4,helix,sequence conflict,short sequence motif:NPXY motif,splice variant,strand,zinc finger region:RING-type,
ENSG00000134013	lysyl oxidase like 2(LOXL2)	Homo sapiens				GO:0001666~response to hypoxia,GO:0001837~epithelial to mesenchymal transition,GO:0001935~endothelial cell proliferation,GO:0002040~sprouting angiogenesis,GO:0006351~transcription, DNA-templated,GO:0006464~cellular protein modification process,GO:0006898~receptor-mediated endocytosis,GO:0007155~cell adhesion,GO:0007568~aging,GO:0016570~histone modification,GO:0018277~protein deamination,GO:0030199~collagen fibril organization,GO:0032332~positive regulation of chondrocyte differentiation,GO:0043542~endothelial cell migration,GO:0045892~negative regulation of transcription, DNA-templated,GO:0046688~response to copper ion,GO:0055114~oxidation-reduction process,	GO:0005604~basement membrane,GO:0005615~extracellular space,GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005694~chromosome,GO:0016020~membrane,GO:0031012~extracellular matrix,	GO:0003682~chromatin binding,GO:0003714~transcription corepressor activity,GO:0004720~protein-lysine 6-oxidase activity,GO:0005044~scavenger receptor activity,GO:0005507~copper ion binding,GO:0005515~protein binding,GO:0009055~electron carrier activity,GO:0016641~oxidoreductase activity, acting on the CH-NH2 group of donors, oxygen as acceptor,GO:0035064~methylated histone binding,GO:0070492~oligosaccharide binding,	IPR001190:Speract/scavenger receptor,IPR001695:Lysyl oxidase,IPR017448:Speract/scavenger receptor-related,IPR019828:Lysyl oxidase, conserved site,				R-HSA-1566948:R-HSA-1566948,R-HSA-2243919:R-HSA-2243919,	SM00202:SR,	Basement membrane,Chromatin regulator,Chromosome,Complete proteome,Copper,Disulfide bond,Extracellular matrix,Glycoprotein,LTQ,Metal-binding,Nucleus,Oxidoreductase,Polymorphism,Proteomics identification,Reference proteome,Repeat,Repressor,Secreted,Signal,TPQ,Transcription,Transcription regulation,	chain:Lysyl oxidase homolog 2,cross-link:Lysine tyrosylquinone (Lys-Tyr),disulfide bond,domain:SRCR 1,domain:SRCR 2,domain:SRCR 3,domain:SRCR 4,glycosylation site:N-linked (GlcNAc...),metal ion-binding site:Copper,modified residue,region of interest:Lysyl-oxidase like,sequence conflict,sequence variant,signal peptide,
ENSG00000111885	mannosidase alpha class 1A member 1(MAN1A1)	Homo sapiens		h_aMANpathway:Steps in the Glycosylation of Mammalian N-linked Oligosaccarides,h_eradPathway:ERï¿½associated degradation (ERAD) Pathway,		GO:0006491~N-glycan processing,GO:1904381~Golgi apparatus mannose trimming,	GO:0000139~Golgi membrane,GO:0005737~cytoplasm,GO:0005783~endoplasmic reticulum,GO:0005793~endoplasmic reticulum-Golgi intermediate compartment,GO:0005794~Golgi apparatus,GO:0016020~membrane,GO:0016021~integral component of membrane,GO:0070062~extracellular exosome,	GO:0004571~mannosyl-oligosaccharide 1,2-alpha-mannosidase activity,GO:0005509~calcium ion binding,GO:0015923~mannosidase activity,	IPR001382:Glycoside hydrolase, family 47,	hsa00510:N-Glycan biosynthesis,hsa01100:Metabolic pathways,hsa04141:Protein processing in endoplasmic reticulum,			R-HSA-964827:R-HSA-964827,		Alternative splicing,Calcium,Complete proteome,Disulfide bond,Glycoprotein,Glycosidase,Golgi apparatus,Hydrolase,Membrane,Polymorphism,Reference proteome,Signal-anchor,Transmembrane,Transmembrane helix,	chain:Mannosyl-oligosaccharide 1,2-alpha- mannosidase IA,disulfide bond,glycosylation site:N-linked (GlcNAc...),modified residue,sequence conflict,sequence variant,topological domain:Cytoplasmic,topological domain:Lumenal,transmembrane region,
ENSG00000145416	membrane associated ring-CH-type finger 1(MARCH1)	Homo sapiens				GO:0000209~protein polyubiquitination,GO:0002495~antigen processing and presentation of peptide antigen via MHC class II,GO:0006955~immune response,	GO:0005764~lysosome,GO:0005765~lysosomal membrane,GO:0005768~endosome,GO:0005789~endoplasmic reticulum membrane,GO:0005886~plasma membrane,GO:0016021~integral component of membrane,GO:0030659~cytoplasmic vesicle membrane,GO:0031901~early endosome membrane,GO:0031902~late endosome membrane,GO:0032588~trans-Golgi network membrane,	GO:0004842~ubiquitin-protein transferase activity,GO:0008270~zinc ion binding,GO:0016874~ligase activity,GO:0042287~MHC protein binding,GO:0061630~ubiquitin protein ligase activity,	IPR011016:Zinc finger, RING-CH-type,IPR013083:Zinc finger, RING/FYVE/PHD-type,					SM00744:RINGv,	Alternative splicing,Cell membrane,Complete proteome,Cytoplasmic vesicle,Endosome,Golgi apparatus,Immunity,Ligase,Lysosome,Membrane,Metal-binding,Proteomics identification,Reference proteome,Transmembrane,Transmembrane helix,Ubl conjugation pathway,Zinc,Zinc-finger,	chain:E3 ubiquitin-protein ligase MARCH1,splice variant,transmembrane region,zinc finger region:RING-CH-type,
ENSG00000177669	membrane bound O-acyltransferase domain containing 4(MBOAT4)	Homo sapiens				GO:0018191~peptidyl-serine octanoylation,	GO:0005789~endoplasmic reticulum membrane,GO:0016021~integral component of membrane,GO:0030176~integral component of endoplasmic reticulum membrane,	GO:0008374~O-acyltransferase activity,GO:0016412~serine O-acyltransferase activity,GO:0016746~transferase activity, transferring acyl groups,	IPR004299:Membrane bound O-acyl transferase, MBOAT,				R-HSA-422085:R-HSA-422085,		Acyltransferase,Alternative splicing,Complete proteome,Endoplasmic reticulum,Membrane,Polymorphism,Reference proteome,Transferase,Transmembrane,Transmembrane helix,	chain:Ghrelin O-acyltransferase,compositionally biased region:Poly-Leu,mutagenesis site,sequence variant,splice variant,transmembrane region,
