ID	Gene Name	Species	BBID	BIOCARTA	COG_ONTOLOGY	GOTERM_BP_DIRECT	GOTERM_CC_DIRECT	GOTERM_MF_DIRECT	INTERPRO	KEGG_PATHWAY	OMIM_DISEASE	PIR_SUPERFAMILY	SMART	UP_KEYWORDS	UP_SEQ_FEATURE
ENSG00000117266	cyclin dependent kinase 18(CDK18)	Homo sapiens				GO:0006468~protein phosphorylation,GO:0051726~regulation of cell cycle,		GO:0004672~protein kinase activity,GO:0004674~protein serine/threonine kinase activity,GO:0004693~cyclin-dependent protein serine/threonine kinase activity,GO:0005515~protein binding,GO:0005524~ATP binding,	IPR000719:Protein kinase, catalytic domain,IPR008271:Serine/threonine-protein kinase, active site,IPR011009:Protein kinase-like domain,IPR017441:Protein kinase, ATP binding site,				SM00220:S_TKc,	Alternative splicing,ATP-binding,Complete proteome,Kinase,Nucleotide-binding,Phosphoprotein,Polymorphism,Proteomics identification,Reference proteome,Serine/threonine-protein kinase,Transferase,	active site:Proton acceptor,binding site:ATP,chain:Cell division protein kinase 18,domain:Protein kinase,modified residue,nucleotide phosphate-binding region:ATP,sequence conflict,sequence variant,splice variant,
ENSG00000250506	cyclin dependent kinase 3(CDK3)	Homo sapiens		h_EfpPathway:Estrogen-responsive protein Efp controls cell cycle and breast tumors growth,		GO:0000082~G1/S transition of mitotic cell cycle,GO:0006468~protein phosphorylation,GO:0006974~cellular response to DNA damage stimulus,GO:0007067~mitotic nuclear division,GO:0008283~cell proliferation,GO:0045023~G0 to G1 transition,GO:0051301~cell division,GO:0051726~regulation of cell cycle,		GO:0004672~protein kinase activity,GO:0004674~protein serine/threonine kinase activity,GO:0004693~cyclin-dependent protein serine/threonine kinase activity,GO:0005515~protein binding,GO:0005524~ATP binding,	IPR000719:Protein kinase, catalytic domain,IPR008271:Serine/threonine-protein kinase, active site,IPR011009:Protein kinase-like domain,IPR017441:Protein kinase, ATP binding site,				SM00220:S_TKc,	3D-structure,ATP-binding,Cell cycle,Cell division,Complete proteome,Kinase,Mitosis,Nucleotide-binding,Polymorphism,Proteomics identification,Reference proteome,Serine/threonine-protein kinase,Transferase,	active site:Proton acceptor,binding site:ATP,chain:Cell division protein kinase 3,domain:Protein kinase,helix,modified residue,nucleotide phosphate-binding region:ATP,sequence variant,strand,turn,
ENSG00000124762	cyclin dependent kinase inhibitor 1A(CDKN1A)	Homo sapiens	1.RBphosphoE2F,108.Regulating_glucose_transport,157.14-3-3_Cell_Cycle,26.cyclin-CDK_complexes,94.E2F_transcriptional_activity_cell_cycle,	h_atmPathway:ATM Signaling Pathway,h_calcineurinPathway:Effects of calcineurin in Keratinocyte Differentiation,h_cellcyclePathway:Cyclins and Cell Cycle Regulation,h_eponfkbPathway:Erythropoietin mediated neuroprotection through NF-kB,h_g1Pathway:Cell Cycle: G1/S Check Point ,h_g2Pathway:Cell Cycle: G2/M Checkpoint,h_p53hypoxiaPathway:Hypoxia and p53 in the Cardiovascular system,h_p53Pathway:p53 Signaling Pathway,h_raccycdPathway:Influence of Ras and Rho proteins on G1 to S Transition,		GO:0000079~regulation of cyclin-dependent protein serine/threonine kinase activity,GO:0000082~G1/S transition of mitotic cell cycle,GO:0000086~G2/M transition of mitotic cell cycle,GO:0006974~cellular response to DNA damage stimulus,GO:0006977~DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest,GO:0006978~DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator,GO:0007050~cell cycle arrest,GO:0007265~Ras protein signal transduction,GO:0007346~regulation of mitotic cell cycle,GO:0008285~negative regulation of cell proliferation,GO:0009636~response to toxic substance,GO:0010165~response to X-ray,GO:0010243~response to organonitrogen compound,GO:0010629~negative regulation of gene expression,GO:0030308~negative regulation of cell growth,GO:0030890~positive regulation of B cell proliferation,GO:0031100~organ regeneration,GO:0031668~cellular response to extracellular stimulus,GO:0033158~regulation of protein import into nucleus, translocation,GO:0034198~cellular response to amino acid starvation,GO:0034605~cellular response to heat,GO:0042326~negative regulation of phosphorylation,GO:0042493~response to drug,GO:0042771~intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator,GO:0043066~negative regulation of apoptotic process,GO:0043068~positive regulation of programmed cell death,GO:0045736~negative regulation of cyclin-dependent protein serine/threonine kinase activity,GO:0045860~positive regulation of protein kinase activity,GO:0046685~response to arsenic-containing substance,GO:0048146~positive regulation of fibroblast proliferation,GO:0050821~protein stabilization,GO:0051412~response to corticosterone,GO:0055093~response to hyperoxia,GO:0060574~intestinal epithelial cell maturation,GO:0071479~cellular response to ionizing radiation,GO:0071480~cellular response to gamma radiation,GO:0071493~cellular response to UV-B,GO:0071850~mitotic cell cycle arrest,GO:0090398~cellular senescence,GO:0090399~replicative senescence,GO:0090400~stress-induced premature senescence,GO:0097193~intrinsic apoptotic signaling pathway,GO:1904031~positive regulation of cyclin-dependent protein kinase activity,GO:2000134~negative regulation of G1/S transition of mitotic cell cycle,GO:2000278~regulation of DNA biosynthetic process,GO:2000379~positive regulation of reactive oxygen species metabolic process,	GO:0000307~cyclin-dependent protein kinase holoenzyme complex,GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005730~nucleolus,GO:0005829~cytosol,GO:0043234~protein complex,GO:0048471~perinuclear region of cytoplasm,GO:0070557~PCNA-p21 complex,	GO:0004861~cyclin-dependent protein serine/threonine kinase inhibitor activity,GO:0005515~protein binding,GO:0016301~kinase activity,GO:0019912~cyclin-dependent protein kinase activating kinase activity,GO:0030332~cyclin binding,GO:0031625~ubiquitin protein ligase binding,GO:0032403~protein complex binding,GO:0046872~metal ion binding,	IPR003175:Cyclin-dependent kinase inhibitor,	hsa04012:ErbB signaling pathway,hsa04066:HIF-1 signaling pathway,hsa04068:FoxO signaling pathway,hsa04110:Cell cycle,hsa04115:p53 signaling pathway,hsa04151:PI3K-Akt signaling pathway,hsa04921:Oxytocin signaling pathway,hsa05160:Hepatitis C,hsa05161:Hepatitis B,hsa05166:HTLV-I infection,hsa05169:Epstein-Barr virus infection,hsa05200:Pathways in cancer,hsa05202:Transcriptional misregulation in cancer,hsa05203:Viral carcinogenesis,hsa05205:Proteoglycans in cancer,hsa05206:MicroRNAs in cancer,hsa05214:Glioma,hsa05215:Prostate cancer,hsa05218:Melanoma,hsa05219:Bladder cancer,hsa05220:Chronic myeloid leukemia,				3D-structure,Acetylation,Cell cycle,Complete proteome,Cytoplasm,Direct protein sequencing,Kinase,Metal-binding,Nucleus,Phosphoprotein,Polymorphism,Protein kinase inhibitor,Reference proteome,Transferase,Ubl conjugation,Zinc,Zinc-finger,	chain:Cyclin-dependent kinase inhibitor 1,helix,modified residue,mutagenesis site,sequence variant,short sequence motif:Nuclear localization signal,strand,zinc finger region:C4-type,
ENSG00000147889	cyclin dependent kinase inhibitor 2A(CDKN2A)	Homo sapiens	1.RBphosphoE2F,26.cyclin-CDK_complexes,94.E2F_transcriptional_activity_cell_cycle,	h_arfPathway:Tumor Suppressor Arf Inhibits Ribosomal Biogenesis,h_cellcyclePathway:Cyclins and Cell Cycle Regulation,h_ctcfPathway:CTCF: First Multivalent Nuclear Factor,h_g1Pathway:Cell Cycle: G1/S Check Point ,		GO:0000082~G1/S transition of mitotic cell cycle,GO:0000209~protein polyubiquitination,GO:0000422~mitophagy,GO:0001953~negative regulation of cell-matrix adhesion,GO:0006351~transcription, DNA-templated,GO:0006364~rRNA processing,GO:0006469~negative regulation of protein kinase activity,GO:0006915~apoptotic process,GO:0006919~activation of cysteine-type endopeptidase activity involved in apoptotic process,GO:0007050~cell cycle arrest,GO:0007265~Ras protein signal transduction,GO:0008285~negative regulation of cell proliferation,GO:0008637~apoptotic mitochondrial changes,GO:0010389~regulation of G2/M transition of mitotic cell cycle,GO:0016925~protein sumoylation,GO:0030308~negative regulation of cell growth,GO:0030889~negative regulation of B cell proliferation,GO:0031647~regulation of protein stability,GO:0031648~protein destabilization,GO:0032088~negative regulation of NF-kappaB transcription factor activity,GO:0033088~negative regulation of immature T cell proliferation in thymus,GO:0033235~positive regulation of protein sumoylation,GO:0034393~positive regulation of smooth muscle cell apoptotic process,GO:0035986~senescence-associated heterochromatin focus assembly,GO:0042326~negative regulation of phosphorylation,GO:0043065~positive regulation of apoptotic process,GO:0043517~positive regulation of DNA damage response, signal transduction by p53 class mediator,GO:0045736~negative regulation of cyclin-dependent protein serine/threonine kinase activity,GO:0045892~negative regulation of transcription, DNA-templated,GO:0045893~positive regulation of transcription, DNA-templated,GO:0045944~positive regulation of transcription from RNA polymerase II promoter,GO:0046825~regulation of protein export from nucleus,GO:0048103~somatic stem cell division,GO:0050821~protein stabilization,GO:0051444~negative regulation of ubiquitin-protein transferase activity,GO:0051882~mitochondrial depolarization,GO:0070534~protein K63-linked ubiquitination,GO:0071158~positive regulation of cell cycle arrest,GO:0090398~cellular senescence,GO:0090399~replicative senescence,GO:1900182~positive regulation of protein localization to nucleus,GO:1901798~positive regulation of signal transduction by p53 class mediator,GO:1902510~regulation of apoptotic DNA fragmentation,GO:1903051~negative regulation of proteolysis involved in cellular protein catabolic process,GO:1903214~regulation of protein targeting to mitochondrion,GO:2000059~negative regulation of protein ubiquitination involved in ubiquitin-dependent protein catabolic process,GO:2000111~positive regulation of macrophage apoptotic process,GO:2000774~positive regulation of cellular senescence,	GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005730~nucleolus,GO:0005737~cytoplasm,GO:0005739~mitochondrion,GO:0005829~cytosol,GO:0035985~senescence-associated heterochromatin focus,GO:0043234~protein complex,	GO:0002039~p53 binding,GO:0003677~DNA binding,GO:0004861~cyclin-dependent protein serine/threonine kinase inhibitor activity,GO:0005515~protein binding,GO:0008134~transcription factor binding,GO:0016301~kinase activity,GO:0019789~SUMO transferase activity,GO:0019901~protein kinase binding,GO:0044822~poly(A) RNA binding,GO:0051059~NF-kappaB binding,GO:0055105~ubiquitin-protein transferase inhibitor activity,GO:0097371~MDM2/MDM4 family protein binding,	IPR010868:Cyclin-dependent kinase inhibitor 2A,IPR020683:Ankyrin repeat-containing domain,	hsa04110:Cell cycle,hsa04115:p53 signaling pathway,hsa05166:HTLV-I infection,hsa05200:Pathways in cancer,hsa05203:Viral carcinogenesis,hsa05206:MicroRNAs in cancer,hsa05212:Pancreatic cancer,hsa05214:Glioma,hsa05218:Melanoma,hsa05219:Bladder cancer,hsa05220:Chronic myeloid leukemia,hsa05223:Non-small cell lung cancer,	155601~Melanoma, cutaneous malignant, 2,155755~Melanoma and neural system tumor syndrome,606719~Pancreatic cancer/melanoma syndrome,Orolaryngeal cancer, multiple,~Orolaryngeal cancer, multiple,,			3D-structure,Acetylation,Alternative splicing,ANK repeat,Apoptosis,Cell cycle,Complete proteome,Cyclin,Cytoplasm,Disease mutation,DNA-binding,Kinase,Li-Fraumeni syndrome,Mitochondrion,Nucleus,Phosphoprotein,Polymorphism,Proteomics identification,Reference proteome,Repeat,rRNA processing,Transcription,Transcription regulation,Transferase,Tumor suppressor,Ubl conjugation,Ubl conjugation pathway,	chain:Cyclin-dependent kinase inhibitor 2A, isoform 4,chain:Cyclin-dependent kinase inhibitor 2A, isoforms 1/2/3,helix,modified residue,repeat:ANK 1,repeat:ANK 2,repeat:ANK 3,repeat:ANK 4,sequence conflict,sequence variant,splice variant,strand,turn,
ENSG00000101439	cystatin C(CST3)	Homo sapiens				GO:0001654~eye development,GO:0001666~response to hypoxia,GO:0001775~cell activation,GO:0006915~apoptotic process,GO:0006952~defense response,GO:0007420~brain development,GO:0007431~salivary gland development,GO:0007566~embryo implantation,GO:0008284~positive regulation of cell proliferation,GO:0009636~response to toxic substance,GO:0009743~response to carbohydrate,GO:0010466~negative regulation of peptidase activity,GO:0010711~negative regulation of collagen catabolic process,GO:0010716~negative regulation of extracellular matrix disassembly,GO:0031667~response to nutrient levels,GO:0032355~response to estradiol,GO:0034103~regulation of tissue remodeling,GO:0042493~response to drug,GO:0042747~circadian sleep/wake cycle, REM sleep,GO:0043067~regulation of programmed cell death,GO:0043206~extracellular fibril organization,GO:0044267~cellular protein metabolic process,GO:0045740~positive regulation of DNA replication,GO:0045861~negative regulation of proteolysis,GO:0048678~response to axon injury,GO:0060009~Sertoli cell development,GO:0060311~negative regulation of elastin catabolic process,GO:0060313~negative regulation of blood vessel remodeling,GO:0060548~negative regulation of cell death,GO:0070301~cellular response to hydrogen peroxide,GO:2000117~negative regulation of cysteine-type endopeptidase activity,	GO:0005576~extracellular region,GO:0005604~basement membrane,GO:0005615~extracellular space,GO:0005764~lysosome,GO:0005771~multivesicular body,GO:0005783~endoplasmic reticulum,GO:0030424~axon,GO:0031965~nuclear membrane,GO:0031982~vesicle,GO:0043025~neuronal cell body,GO:0043292~contractile fiber,GO:0048471~perinuclear region of cytoplasm,GO:0070062~extracellular exosome,	GO:0001540~beta-amyloid binding,GO:0002020~protease binding,GO:0004866~endopeptidase inhibitor activity,GO:0004869~cysteine-type endopeptidase inhibitor activity,GO:0005515~protein binding,GO:0042802~identical protein binding,	IPR000010:Proteinase inhibitor I25, cystatin,IPR018073:Proteinase inhibitor I25, cystatin, conserved site,IPR027214:Cystatin,	hsa04970:Salivary secretion,	105150~Cerebral amyloid angiopathy,611953~Macular degeneration, age-related, 11,		SM00043:CY,	3D-structure,Age-related macular degeneration,Amyloid,Amyloidosis,Complete proteome,Direct protein sequencing,Disease mutation,Disulfide bond,Glycoprotein,Phosphoprotein,Polymorphism,Protease inhibitor,Reference proteome,Secreted,Signal,Thiol protease inhibitor,	chain:Cystatin-C,disulfide bond,helix,mutagenesis site,sequence variant,short sequence motif:Secondary area of contact,signal peptide,site:Reactive site,strand,turn,
ENSG00000077984	cystatin F(CST7)	Homo sapiens				GO:0006955~immune response,GO:2000117~negative regulation of cysteine-type endopeptidase activity,	GO:0005615~extracellular space,GO:0005737~cytoplasm,	GO:0002020~protease binding,GO:0004866~endopeptidase inhibitor activity,GO:0004869~cysteine-type endopeptidase inhibitor activity,GO:0005515~protein binding,	IPR000010:Proteinase inhibitor I25, cystatin,IPR027214:Cystatin,				SM00043:CY,	3D-structure,Complete proteome,Cytoplasm,Disulfide bond,Glycoprotein,Protease inhibitor,Reference proteome,Secreted,Signal,Thiol protease inhibitor,	chain:Cystatin-F,disulfide bond,glycosylation site:N-linked (GlcNAc...),helix,short sequence motif:Secondary area of contact,signal peptide,site:Reactive site,strand,turn,
ENSG00000036530	cytochrome P450 family 46 subfamily A member 1(CYP46A1)	Homo sapiens			Secondary metabolites biosynthesis, transport, and catabolism,	GO:0006699~bile acid biosynthetic process,GO:0006707~cholesterol catabolic process,GO:0006805~xenobiotic metabolic process,GO:0007399~nervous system development,GO:0016125~sterol metabolic process,GO:0055114~oxidation-reduction process,	GO:0005783~endoplasmic reticulum,GO:0005789~endoplasmic reticulum membrane,GO:0016021~integral component of membrane,GO:0031090~organelle membrane,	GO:0005506~iron ion binding,GO:0008395~steroid hydroxylase activity,GO:0016705~oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen,GO:0020037~heme binding,GO:0033781~cholesterol 24-hydroxylase activity,	IPR001128:Cytochrome P450,IPR002401:Cytochrome P450, E-class, group I,IPR017972:Cytochrome P450, conserved site,	hsa00120:Primary bile acid biosynthesis,				3D-structure,Alternative splicing,Cholesterol metabolism,Complete proteome,Endoplasmic reticulum,Heme,Iron,Lipid metabolism,Membrane,Metal-binding,Microsome,Monooxygenase,NADP,Oxidoreductase,Proteomics identification,Reference proteome,Signal,Steroid metabolism,Sterol metabolism,Transmembrane,Transmembrane helix,	chain:Cholesterol 24-hydroxylase,compositionally biased region:Poly-Pro,helix,metal ion-binding site:Iron (heme axial ligand),strand,transmembrane region,turn,
ENSG00000121570	developmental pluripotency associated 4(DPPA4)	Homo sapiens				GO:0006351~transcription, DNA-templated,GO:0006355~regulation of transcription, DNA-templated,GO:0035019~somatic stem cell population maintenance,GO:0060484~lung-associated mesenchyme development,	GO:0005654~nucleoplasm,	GO:0005515~protein binding,	IPR025891:Developmental pluripotency-associated protein 2/4, C-terminal domain,IPR025892:Developmental pluripotency-associated protein 2/4, central domain,					Complete proteome,Developmental protein,Nucleus,Phosphoprotein,Polymorphism,Proteomics identification,Reference proteome,Transcription,Transcription regulation,	chain:Developmental pluripotency-associated protein 4,sequence variant,
ENSG00000151640	dihydropyrimidinase like 4(DPYSL4)	Homo sapiens				GO:0007399~nervous system development,GO:0070997~neuron death,GO:0097485~neuron projection guidance,	GO:0005737~cytoplasm,GO:0005829~cytosol,	GO:0005515~protein binding,GO:0016810~hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds,GO:0031005~filamin binding,	IPR006680:Amidohydrolase 1,IPR011059:Metal-dependent hydrolase, composite domain,IPR011778:Hydantoinase/dihydropyrimidinase,					Complete proteome,Cytoplasm,Direct protein sequencing,Methylation,Phosphoprotein,Proteomics identification,Reference proteome,	chain:Dihydropyrimidinase-related protein 4,modified residue,sequence conflict,
ENSG00000069696	dopamine receptor D4(DRD4)	Homo sapiens				GO:0000187~activation of MAPK activity,GO:0001662~behavioral fear response,GO:0001963~synaptic transmission, dopaminergic,GO:0001975~response to amphetamine,GO:0006874~cellular calcium ion homeostasis,GO:0007194~negative regulation of adenylate cyclase activity,GO:0007195~adenylate cyclase-inhibiting dopamine receptor signaling pathway,GO:0007212~dopamine receptor signaling pathway,GO:0008344~adult locomotory behavior,GO:0030818~negative regulation of cAMP biosynthetic process,GO:0032417~positive regulation of sodium:proton antiporter activity,GO:0033674~positive regulation of kinase activity,GO:0034776~response to histamine,GO:0035176~social behavior,GO:0042053~regulation of dopamine metabolic process,GO:0042417~dopamine metabolic process,GO:0042596~fear response,GO:0042752~regulation of circadian rhythm,GO:0048148~behavioral response to cocaine,GO:0048149~behavioral response to ethanol,GO:0048511~rhythmic process,GO:0050482~arachidonic acid secretion,GO:0050709~negative regulation of protein secretion,GO:0051586~positive regulation of dopamine uptake involved in synaptic transmission,GO:0060080~inhibitory postsynaptic potential,GO:1901386~negative regulation of voltage-gated calcium channel activity,	GO:0005886~plasma membrane,GO:0005887~integral component of plasma membrane,GO:0016020~membrane,GO:0098794~postsynapse,	GO:0001588~dopamine neurotransmitter receptor activity, coupled via Gs,GO:0001591~dopamine neurotransmitter receptor activity, coupled via Gi/Go,GO:0004952~dopamine neurotransmitter receptor activity,GO:0005515~protein binding,GO:0008144~drug binding,GO:0015459~potassium channel regulator activity,GO:0017124~SH3 domain binding,GO:0035240~dopamine binding,GO:0042802~identical protein binding,	IPR000276:G protein-coupled receptor, rhodopsin-like,IPR000929:Dopamine receptor family,IPR002185:Dopamine D4 receptor,IPR017452:GPCR, rhodopsin-like, 7TM,	hsa04080:Neuroactive ligand-receptor interaction,hsa04728:Dopaminergic synapse,	143465~Attention deficit-hyperactivity disorder,601696~Novelty seeking personality,Autonomic nervous system dysfunction~Autonomic nervous system dysfunction,		SM01381:SM01381,	Biological rhythms,Cell membrane,Complete proteome,Disulfide bond,G-protein coupled receptor,Glycoprotein,Membrane,Polymorphism,Receptor,Reference proteome,Repeat,Transducer,Transmembrane,Transmembrane helix,Ubl conjugation,	chain:D(4) dopamine receptor,disulfide bond,glycosylation site:N-linked (GlcNAc...),region of interest:7 X 16 AA approximate tandem repeats of [PA]-A-P-G-L-P-[PQR]-[DG]-P-C-G-P-D-C-A- P,repeat:1; approximate,repeat:2,repeat:3,repeat:4,repeat:5,repeat:6,repeat:7; approximate,sequence variant,topological domain:Cytoplasmic,topological domain:Extracellular,transmembrane region,
ENSG00000177990	dpy-19 like 2(DPY19L2)	Homo sapiens				GO:0007275~multicellular organism development,GO:0007286~spermatid development,GO:0018406~protein C-linked glycosylation via 2'-alpha-mannosyl-L-tryptophan,	GO:0005634~nucleus,GO:0005637~nuclear inner membrane,GO:0016021~integral component of membrane,	GO:0000030~mannosyltransferase activity,	IPR018732:Dpy-19,		613958~Spermatogenic failure 9,			Alternative splicing,Complete proteome,Developmental protein,Differentiation,Glycosyltransferase,Membrane,Polymorphism,Proteomics identification,Reference proteome,Spermatogenesis,Transferase,Transmembrane,Transmembrane helix,	chain:Protein dpy-19 homolog 2,sequence conflict,sequence variant,transmembrane region,
ENSG00000120738	early growth response 1(EGR1)	Homo sapiens	114.Genomic_reformatting_Brain_Ischemia,	h_cdk5Pathway:Phosphorylation of MEK1 by cdk5/p35 down regulates the MAP kinase pathway,	Transcription / Cell division and chromosome partitioning,	GO:0000122~negative regulation of transcription from RNA polymerase II promoter,GO:0001666~response to hypoxia,GO:0002931~response to ischemia,GO:0006366~transcription from RNA polymerase II promoter,GO:0009749~response to glucose,GO:0030217~T cell differentiation,GO:0030509~BMP signaling pathway,GO:0032868~response to insulin,GO:0033233~regulation of protein sumoylation,GO:0035914~skeletal muscle cell differentiation,GO:0042981~regulation of apoptotic process,GO:0044849~estrous cycle,GO:0045080~positive regulation of chemokine biosynthetic process,GO:0045893~positive regulation of transcription, DNA-templated,GO:0045944~positive regulation of transcription from RNA polymerase II promoter,GO:0046886~positive regulation of hormone biosynthetic process,GO:0050725~positive regulation of interleukin-1 beta biosynthetic process,GO:0060337~type I interferon signaling pathway,GO:0061418~regulation of transcription from RNA polymerase II promoter in response to hypoxia,GO:0070498~interleukin-1-mediated signaling pathway,GO:0071480~cellular response to gamma radiation,GO:0071504~cellular response to heparin,GO:0071506~cellular response to mycophenolic acid,GO:0072110~glomerular mesangial cell proliferation,GO:0072303~positive regulation of glomerular metanephric mesangial cell proliferation,GO:0090090~negative regulation of canonical Wnt signaling pathway,GO:0098759~cellular response to interleukin-8,GO:2000182~regulation of progesterone biosynthetic process,	GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005737~cytoplasm,	GO:0000976~transcription regulatory region sequence-specific DNA binding,GO:0000977~RNA polymerase II regulatory region sequence-specific DNA binding,GO:0001077~transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding,GO:0003677~DNA binding,GO:0003700~transcription factor activity, sequence-specific DNA binding,GO:0005515~protein binding,GO:0008270~zinc ion binding,GO:0010385~double-stranded methylated DNA binding,GO:0035035~histone acetyltransferase binding,GO:0043565~sequence-specific DNA binding,GO:0044729~hemi-methylated DNA-binding,GO:0046872~metal ion binding,GO:1990841~promoter-specific chromatin binding,	IPR007087:Zinc finger, C2H2,IPR013087:Zinc finger C2H2-type/integrase DNA-binding domain,IPR015880:Zinc finger, C2H2-like,IPR021839:Protein of unknown function DUF3432,IPR021849:Protein of unknown function DUF3446,	hsa05020:Prion diseases,hsa05166:HTLV-I infection,			SM00355:ZnF_C2H2,	3D-structure,Activator,Complete proteome,Cytoplasm,DNA-binding,Metal-binding,Nucleus,Polymorphism,Reference proteome,Repeat,Transcription,Transcription regulation,Zinc,Zinc-finger,	chain:Early growth response protein 1,compositionally biased region:Gly/Ser-rich,sequence variant,zinc finger region:C2H2-type 1,zinc finger region:C2H2-type 2,zinc finger region:C2H2-type 3,
ENSG00000112796	ectonucleotide pyrophosphatase/phosphodiesterase 5 (putative)(ENPP5)	Homo sapiens				GO:0007154~cell communication,GO:0008152~metabolic process,	GO:0005576~extracellular region,GO:0005886~plasma membrane,GO:0016021~integral component of membrane,	GO:0003824~catalytic activity,GO:0016787~hydrolase activity,GO:0046872~metal ion binding,	IPR002591:Type I phosphodiesterase/nucleotide pyrophosphatase/phosphate transferase,IPR017849:Alkaline phosphatase-like, alpha/beta/alpha,IPR017850:Alkaline-phosphatase-like, core domain,IPR024873:Ectonucleotide pyrophosphatase/phosphodiesterase family,					Complete proteome,Glycoprotein,Hydrolase,Membrane,Metal-binding,Polymorphism,Reference proteome,Secreted,Signal,Transmembrane,Transmembrane helix,Zinc,	chain:Ectonucleotide pyrophosphatase/phosphodiesterase family member 5,glycosylation site:N-linked (GlcNAc...),sequence conflict,sequence variant,signal peptide,transmembrane region,
ENSG00000128886	elongation factor for RNA polymerase II 3(ELL3)	Homo sapiens				GO:0006354~DNA-templated transcription, elongation,GO:0006366~transcription from RNA polymerase II promoter,GO:0006368~transcription elongation from RNA polymerase II promoter,GO:0007283~spermatogenesis,GO:0010717~regulation of epithelial to mesenchymal transition,GO:0032786~positive regulation of DNA-templated transcription, elongation,GO:0042795~snRNA transcription from RNA polymerase II promoter,GO:0045944~positive regulation of transcription from RNA polymerase II promoter,GO:0048863~stem cell differentiation,GO:0050769~positive regulation of neurogenesis,GO:1902166~negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator,GO:2000179~positive regulation of neural precursor cell proliferation,	GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005730~nucleolus,GO:0008023~transcription elongation factor complex,	GO:0005515~protein binding,GO:0035326~enhancer binding,	IPR010844:Occludin/RNA polymerase II elongation factor, ELL domain,IPR019464:RNA polymerase II elongation factor ELL,					Alternative splicing,Complete proteome,Nucleus,Polymorphism,Reference proteome,Transcription,Transcription regulation,	chain:RNA polymerase II elongation factor ELL3,sequence conflict,sequence variant,
ENSG00000167136	endonuclease G(ENDOG)	Homo sapiens		h_DNAfragmentPathway:Apoptotic DNA fragmentation and tissue homeostasis,h_mitochondriaPathway:Role of Mitochondria in Apoptotic Signaling,		GO:0001701~in utero embryonic development,GO:0006309~apoptotic DNA fragmentation,GO:0006310~DNA recombination,GO:0007568~aging,GO:0009612~response to mechanical stimulus,GO:0032355~response to estradiol,GO:0034612~response to tumor necrosis factor,GO:0036475~neuron death in response to oxidative stress,GO:0046677~response to antibiotic,GO:0071277~cellular response to calcium ion,GO:0071333~cellular response to glucose stimulus,GO:0071456~cellular response to hypoxia,GO:1901300~positive regulation of hydrogen peroxide-mediated programmed cell death,GO:1902512~positive regulation of apoptotic DNA fragmentation,	GO:0005634~nucleus,GO:0005739~mitochondrion,GO:0005829~cytosol,GO:0043204~perikaryon,	GO:0003676~nucleic acid binding,GO:0004519~endonuclease activity,GO:0004536~deoxyribonuclease activity,GO:0005515~protein binding,GO:0046872~metal ion binding,	IPR001604:DNA/RNA non-specific endonuclease,IPR018524:DNA/RNA non-specific endonuclease, active site,IPR020821:Extracellular Endonuclease, subunit A,	hsa04210:Apoptosis,			SM00477:NUC,SM00892:SM00892,	Complete proteome,Endonuclease,Hydrolase,Magnesium,Manganese,Metal-binding,Mitochondrion,Nuclease,Polymorphism,Reference proteome,Transit peptide,	active site:Proton acceptor,chain:Endonuclease G, mitochondrial,metal ion-binding site:Magnesium or manganese; catalytic,sequence conflict,sequence variant,transit peptide:Mitochondrion,
ENSG00000149564	endothelial cell adhesion molecule(ESAM)	Homo sapiens				GO:0007156~homophilic cell adhesion via plasma membrane adhesion molecules,GO:0016337~single organismal cell-cell adhesion,GO:0050900~leukocyte migration,	GO:0005886~plasma membrane,GO:0005912~adherens junction,GO:0005923~bicellular tight junction,GO:0016021~integral component of membrane,GO:0070062~extracellular exosome,		IPR003598:Immunoglobulin subtype 2,IPR003599:Immunoglobulin subtype,IPR007110:Immunoglobulin-like domain,IPR013106:Immunoglobulin V-set,IPR013783:Immunoglobulin-like fold,	hsa04514:Cell adhesion molecules (CAMs),hsa04670:Leukocyte transendothelial migration,			SM00408:IGc2,SM00409:IG,	Alternative splicing,Cell adhesion,Cell junction,Cell membrane,Complete proteome,Direct protein sequencing,Disulfide bond,Glycoprotein,Immunoglobulin domain,Membrane,Phosphoprotein,Polymorphism,Proteomics identification,Reference proteome,Repeat,Signal,Tight junction,Transmembrane,Transmembrane helix,Transmembrane helixFT                                PLGLSFSAPKMEWLWKWRDAH,	chain:Endothelial cell-selective adhesion molecule,disulfide bond,domain:Ig-like C2-type,domain:Ig-like V-type,glycosylation site:N-linked (GlcNAc...),sequence conflict,sequence variant,signal peptide,topological domain:Cytoplasmic,topological domain:Extracellular,transmembrane region,
